‾	línia alta, línia superposada, sobreratllat
🦹🏾	criminal, dolent, malvat, pell fosca, persona, persona dolenta, persona malvada, superdolent, superdolent: pell fosca, superpoder, superpoders
🦹🏿	criminal, dolent, malvat, pell molt fosca, persona, persona dolenta, persona malvada, superdolent, superdolent: pell molt fosca, superpoder, superpoders
🦹‍♂	criminal, dolent, home, home superdolent, malvat, superpoder
🦹🏻‍♂	criminal, dolent, home, home superdolent, home superdolent: pell molt clara, malvat, pell molt clara, superpoder
🦹🏼‍♂	criminal, dolent, home, home superdolent, home superdolent: pell bastant clara, malvat, pell bastant clara, superpoder
🦹🏽‍♂	criminal, dolent, home, home superdolent, home superdolent: pell morena, malvat, pell morena, superpoder
🦹🏾‍♂	criminal, dolent, home, home superdolent, home superdolent: pell fosca, malvat, pell fosca, superpoder
🦹🏿‍♂	criminal, dolent, home, home superdolent, home superdolent: pell molt fosca, malvat, pell molt fosca, superpoder
🦹‍♀	criminal, dolenta, dona, dona superdolenta, malvada, superpoder
🦹🏻‍♀	criminal, dolenta, dona, dona superdolenta, dona superdolenta: pell molt clara, malvada, pell molt clara, superpoder
🦹🏼‍♀	criminal, dolenta, dona, dona superdolenta, dona superdolenta: pell bastant clara, malvada, pell bastant clara, superpoder
🦹🏽‍♀	criminal, dolenta, dona, dona superdolenta, dona superdolenta: pell morena, malvada, pell morena, superpoder
🦹🏾‍♀	criminal, dolenta, dona, dona superdolenta, dona superdolenta: pell fosca, malvada, pell fosca, superpoder
🦹🏿‍♀	criminal, dolenta, dona, dona superdolenta, dona superdolenta: pell molt fosca, malvada, pell molt fosca, superpoder
🧙	barret de punta, bruixa, bruixot, conjur, encantament, fantasia, fetiller, fetillera, mag, personatge, personatge fantàstic, sortilegi
🧙🏻	barret de punta, bruixa, bruixot, conjur, encantament, fantasia, fetiller, fetillera, mag, mag: pell molt clara, pell molt clara, personatge, personatge fantàstic, sortilegi
🧙🏼	barret de punta, bruixa, bruixot, conjur, encantament, fantasia, fetiller, fetillera, mag, mag: pell bastant clara, pell bastant clara, personatge, personatge fantàstic, sortilegi
🧙🏽	barret de punta, bruixa, bruixot, conjur, encantament, fantasia, fetiller, fetillera, mag, mag: pell morena, pell morena, personatge, personatge fantàstic, sortilegi
🧙🏾	barret de punta, bruixa, bruixot, conjur, encantament, fantasia, fetiller, fetillera, mag, mag: pell fosca, pell fosca, personatge, personatge fantàstic, sortilegi
🧙🏿	barret de punta, bruixa, bruixot, conjur, encantament, fantasia, fetiller, fetillera, mag, mag: pell molt fosca, pell molt fosca, personatge, personatge fantàstic, sortilegi
🧙‍♂	bruixot, fetiller, home mag
🧙🏻‍♂	bruixot, fetiller, home mag, home mag: pell molt clara, pell molt clara
🧙🏼‍♂	bruixot, fetiller, home mag, home mag: pell bastant clara, pell bastant clara
🧙🏽‍♂	bruixot, fetiller, home mag, home mag: pell morena, pell morena
🧙🏾‍♂	bruixot, fetiller, home mag, home mag: pell fosca, pell fosca
🧙🏿‍♂	bruixot, fetiller, home mag, home mag: pell molt fosca, pell molt fosca
🧙‍♀	bruixa, dona maga, fetillera
🧙🏻‍♀	bruixa, dona maga, dona maga: pell molt clara, fetillera, pell molt clara
🧙🏼‍♀	bruixa, dona maga, dona maga: pell bastant clara, fetillera, pell bastant clara
🧙🏽‍♀	bruixa, dona maga, dona maga: pell morena, fetillera, pell morena
🧙🏾‍♀	bruixa, dona maga, dona maga: pell fosca, fetillera, pell fosca
🧙🏿‍♀	bruixa, dona maga, dona maga: pell molt fosca, fetillera, pell molt fosca
🧚	Oberó, Puck, Titània, ales, conte, conte de fades, fada, fantasia, follet, mitologia, personatge, personatge fantàstic
🧚🏻	Oberó, Puck, Titània, ales, conte, conte de fades, fada, fada: pell molt clara, fantasia, follet, mitologia, pell molt clara, personatge, personatge fantàstic
🧚🏼	Oberó, Puck, Titània, ales, conte, conte de fades, fada, fada: pell bastant clara, fantasia, follet, mitologia, pell bastant clara, personatge, personatge fantàstic
🧚🏽	Oberó, Puck, Titània, ales, conte, conte de fades, fada, fada: pell morena, fantasia, follet, mitologia, pell morena, personatge, personatge fantàstic
🧚🏾	Oberó, Puck, Titània, ales, conte, conte de fades, fada, fada: pell fosca, fantasia, follet, mitologia, pell fosca, personatge, personatge fantàstic
🧚🏿	Oberó, Puck, Titània, ales, conte, conte de fades, fada, fada: pell molt fosca, fantasia, follet, mitologia, pell molt fosca, personatge, personatge fantàstic
🧚‍♂	Oberó, Puck, home fada
🧚🏻‍♂	Oberó, Puck, home fada, home fada: pell molt clara, pell molt clara
🧚🏼‍♂	Oberó, Puck, home fada, home fada: pell bastant clara, pell bastant clara
🧚🏽‍♂	Oberó, Puck, home fada, home fada: pell morena, pell morena
🧚🏾‍♂	Oberó, Puck, home fada, home fada: pell fosca, pell fosca
🧚🏿‍♂	Oberó, Puck, home fada, home fada: pell molt fosca, pell molt fosca
🧚‍♀	Titània, dona fada
🧚🏻‍♀	Titània, dona fada, dona fada: pell molt clara, pell molt clara
🧚🏼‍♀	Titània, dona fada, dona fada: pell bastant clara, pell bastant clara
🧚🏽‍♀	Titània, dona fada, dona fada: pell morena, pell morena
🧚🏾‍♀	Titània, dona fada, dona fada: pell fosca, pell fosca
🧚🏿‍♀	Titània, dona fada, dona fada: pell molt fosca, pell molt fosca
🧛	Dràcula, dents, disfressa, esgarrifós, fantasia, halloween, mort vivent, morta vivent, personatge, personatge fantàstic, sang, supernatural, ullals, vampir, xuclar la sang
🧛🏻	Dràcula, dents, disfressa, esgarrifós, fantasia, halloween, mort vivent, morta vivent, pell molt clara, personatge, personatge fantàstic, sang, supernatural, ullals, vampir, vampir: pell molt clara, xuclar la sang
🧛🏼	Dràcula, dents, disfressa, esgarrifós, fantasia, halloween, mort vivent, morta vivent, pell bastant clara, personatge, personatge fantàstic, sang, supernatural, ullals, vampir, vampir: pell bastant clara, xuclar la sang
🧛🏽	Dràcula, dents, disfressa, esgarrifós, fantasia, halloween, mort vivent, morta vivent, pell morena, personatge, personatge fantàstic, sang, supernatural, ullals, vampir, vampir: pell morena, xuclar la sang
🧛🏾	Dràcula, dents, disfressa, esgarrifós, fantasia, halloween, mort vivent, morta vivent, pell fosca, personatge, personatge fantàstic, sang, supernatural, ullals, vampir, vampir: pell fosca, xuclar la sang
🧛🏿	Dràcula, dents, disfressa, esgarrifós, fantasia, halloween, mort vivent, morta vivent, pell molt fosca, personatge, personatge fantàstic, sang, supernatural, ullals, vampir, vampir: pell molt fosca, xuclar la sang
🧛‍♂	Dràcula, home vampir, mort vivent
🧛🏻‍♂	Dràcula, home vampir, home vampir: pell molt clara, mort vivent, pell molt clara
🧛🏼‍♂	Dràcula, home vampir, home vampir: pell bastant clara, mort vivent, pell bastant clara
🧛🏽‍♂	Dràcula, home vampir, home vampir: pell morena, mort vivent, pell morena
🧛🏾‍♂	Dràcula, home vampir, home vampir: pell fosca, mort vivent, pell fosca
🧛🏿‍♂	Dràcula, home vampir, home vampir: pell molt fosca, mort vivent, pell molt fosca
🧛‍♀	dona vampir, morta vivent, vampiressa
🧛🏻‍♀	dona vampir, dona vampir: pell molt clara, morta vivent, pell molt clara, vampiressa
🧛🏼‍♀	dona vampir, dona vampir: pell bastant clara, morta vivent, pell bastant clara, vampiressa
🧛🏽‍♀	dona vampir, dona vampir: pell morena, morta vivent, pell morena, vampiressa
🧛🏾‍♀	dona vampir, dona vampir: pell fosca, morta vivent, pell fosca, vampiressa
🧛🏿‍♀	dona vampir, dona vampir: pell molt fosca, morta vivent, pell molt fosca, vampiressa
🧜	cant de sirena, conte de fades, criatura, criatura del mar, fantasia, folklore, mitologia, persona sirena, personatge, personatge fantàstic, sirena, trident, tritó
🧜🏻	cant de sirena, conte de fades, criatura, criatura del mar, fantasia, folklore, mitologia, pell molt clara, persona sirena, persona sirena: pell molt clara, personatge, personatge fantàstic, sirena, trident, tritó
🧜🏼	cant de sirena, conte de fades, criatura, criatura del mar, fantasia, folklore, mitologia, pell bastant clara, persona sirena, persona sirena: pell bastant clara, personatge, personatge fantàstic, sirena, trident, tritó
🧜🏽	cant de sirena, conte de fades, criatura, criatura del mar, fantasia, folklore, mitologia, pell morena, persona sirena, persona sirena: pell morena, personatge, personatge fantàstic, sirena, trident, tritó
🧜🏾	cant de sirena, conte de fades, criatura, criatura del mar, fantasia, folklore, mitologia, pell fosca, persona sirena, persona sirena: pell fosca, personatge, personatge fantàstic, sirena, trident, tritó
🧜🏿	cant de sirena, conte de fades, criatura, criatura del mar, fantasia, folklore, mitologia, pell molt fosca, persona sirena, persona sirena: pell molt fosca, personatge, personatge fantàstic, sirena, trident, tritó
🧜‍♂	conte de fades, criatura, criatura del mar, fantasia, folklore, home sirena, mar, mitologia, neptú, personatge fantàstic, poseidó, trident, tritó
🧜🏻‍♂	conte de fades, criatura, criatura del mar, fantasia, folklore, home sirena: pell molt clara, mar, mitologia, neptú, pell molt clara, personatge fantàstic, poseidó, trident, tritó
🧜🏼‍♂	conte de fades, criatura, criatura del mar, fantasia, folklore, home sirena: pell bastant clara, mar, mitologia, neptú, pell bastant clara, personatge fantàstic, poseidó, trident, tritó
🧜🏽‍♂	conte de fades, criatura, criatura del mar, fantasia, folklore, home sirena: pell morena, mar, mitologia, neptú, pell morena, personatge fantàstic, poseidó, trident, tritó
🧜🏾‍♂	conte de fades, criatura, criatura del mar, fantasia, folklore, home sirena: pell fosca, mar, mitologia, neptú, pell fosca, personatge fantàstic, poseidó, trident, tritó
🧜🏿‍♂	conte de fades, criatura, criatura del mar, fantasia, folklore, home sirena: pell molt fosca, mar, mitologia, neptú, pell molt fosca, personatge fantàstic, poseidó, trident, tritó
🧜‍♀	cant de sirena, conte de fades, criatura, criatura del mar, fantasia, folklore, mar, mitologia, personatge fantàstic, sirena, trident
🧜🏻‍♀	cant de sirena, conte de fades, criatura, criatura del mar, fantasia, folklore, mar, mitologia, pell molt clara, personatge fantàstic, sirena, sirena: pell molt clara, trident
🧜🏼‍♀	cant de sirena, conte de fades, criatura, criatura del mar, fantasia, folklore, mar, mitologia, pell bastant clara, personatge fantàstic, sirena, sirena: pell bastant clara, trident
🧜🏽‍♀	cant de sirena, conte de fades, criatura, criatura del mar, fantasia, folklore, mar, mitologia, pell morena, personatge fantàstic, sirena, sirena: pell morena, trident
🧜🏾‍♀	cant de sirena, conte de fades, criatura, criatura del mar, fantasia, folklore, mar, mitologia, pell fosca, personatge fantàstic, sirena, sirena: pell fosca, trident
🧜🏿‍♀	cant de sirena, conte de fades, criatura, criatura del mar, fantasia, folklore, mar, mitologia, pell molt fosca, personatge fantàstic, sirena, sirena: pell molt fosca, trident
🧝	el senyor dels anells, elf, encantament, fantasia, folklore, mitologia, màgic, orelles de punta, personatge, personatge fantàstic
🧝🏻	el senyor dels anells, elf, elf: pell molt clara, encantament, fantasia, folklore, mitologia, màgic, orelles de punta, pell molt clara, personatge, personatge fantàstic
🧝🏼	el senyor dels anells, elf, elf: pell bastant clara, encantament, fantasia, folklore, mitologia, màgic, orelles de punta, pell bastant clara, personatge, personatge fantàstic
🧝🏽	el senyor dels anells, elf, elf: pell morena, encantament, fantasia, folklore, mitologia, màgic, orelles de punta, pell morena, personatge, personatge fantàstic
🧝🏾	el senyor dels anells, elf, elf: pell fosca, encantament, fantasia, folklore, mitologia, màgic, orelles de punta, pell fosca, personatge, personatge fantàstic
🧝🏿	el senyor dels anells, elf, elf: pell molt fosca, encantament, fantasia, folklore, mitologia, màgic, orelles de punta, pell molt fosca, personatge, personatge fantàstic
🧝‍♂	home elf, màgic, màgica
🧝🏻‍♂	home elf, home elf: pell molt clara, màgic, màgica, pell molt clara
🧝🏼‍♂	home elf, home elf: pell bastant clara, màgic, màgica, pell bastant clara
🧝🏽‍♂	home elf, home elf: pell morena, màgic, màgica, pell morena
🧝🏾‍♂	home elf, home elf: pell fosca, màgic, màgica, pell fosca
🧝🏿‍♂	home elf, home elf: pell molt fosca, màgic, màgica, pell molt fosca
🧝‍♀	dona elfa, màgic, màgica
🧝🏻‍♀	dona elfa, dona elfa: pell molt clara, màgic, màgica, pell molt clara
🧝🏼‍♀	dona elfa, dona elfa: pell bastant clara, màgic, màgica, pell bastant clara
🧝🏽‍♀	dona elfa, dona elfa: pell morena, màgic, màgica, pell morena
🧝🏾‍♀	dona elfa, dona elfa: pell fosca, màgic, màgica, pell fosca
🧝🏿‍♀	dona elfa, dona elfa: pell molt fosca, màgic, màgica, pell molt fosca
🧞	desitjos, fantasia, fregar la llàntia, geni, geni blau, geni de la llàntia, personatge, personatge fantàstic
🧞‍♂	geni, home geni
🧞‍♀	dona geni, geni
🧟	esgarrifós, halloween, horror, mort, mort vivent, por, terror, terrorífic, walking dead, zombi
🧟‍♂	home zombi, mort vivent
🧟‍♀	dona zombi, morta vivent
🧌	conte, fades, fantasia, monstre, trol
💆	bellesa, calmar, cara, mal de cap, massatge, massatge de cap, massatge facial, persona, persona que rep un massatge al cap, persona que rep un massatge facial, relax, relaxació, relaxant, saló, spa, tensió
💆🏻	bellesa, calmar, cara, mal de cap, massatge, massatge de cap, massatge facial, pell molt clara, persona, persona que rep un massatge al cap, persona que rep un massatge al cap: pell molt clara, persona que rep un massatge facial, relax, relaxació, relaxant, saló, spa, tensió
💆🏼	bellesa, calmar, cara, mal de cap, massatge, massatge de cap, massatge facial, pell bastant clara, persona, persona que rep un massatge al cap, persona que rep un massatge al cap: pell bastant clara, persona que rep un massatge facial, relax, relaxació, relaxant, saló, spa, tensió
💆🏽	bellesa, calmar, cara, mal de cap, massatge, massatge de cap, massatge facial, pell morena, persona, persona que rep un massatge al cap, persona que rep un massatge al cap: pell morena, persona que rep un massatge facial, relax, relaxació, relaxant, saló, spa, tensió
💆🏾	bellesa, calmar, cara, mal de cap, massatge, massatge de cap, massatge facial, pell fosca, persona, persona que rep un massatge al cap, persona que rep un massatge al cap: pell fosca, persona que rep un massatge facial, relax, relaxació, relaxant, saló, spa, tensió
💆🏿	bellesa, calmar, cara, mal de cap, massatge, massatge de cap, massatge facial, pell molt fosca, persona, persona que rep un massatge al cap, persona que rep un massatge al cap: pell molt fosca, persona que rep un massatge facial, relax, relaxació, relaxant, saló, spa, tensió
💆‍♂	calmar, cara, home, home que rep un massatge, home que rep un massatge al cap, mal de cap, masculí, massatge, massatge facial a un home, relax, relaxant, saló, tensió
💆🏻‍♂	calmar, cara, home, home que rep un massatge, home que rep un massatge al cap: pell molt clara, mal de cap, masculí, massatge, massatge facial a un home, pell molt clara, relax, relaxant, saló, tensió
💆🏼‍♂	calmar, cara, home, home que rep un massatge, home que rep un massatge al cap: pell bastant clara, mal de cap, masculí, massatge, massatge facial a un home, pell bastant clara, relax, relaxant, saló, tensió
💆🏽‍♂	calmar, cara, home, home que rep un massatge, home que rep un massatge al cap: pell morena, mal de cap, masculí, massatge, massatge facial a un home, pell morena, relax, relaxant, saló, tensió
💆🏾‍♂	calmar, cara, home, home que rep un massatge, home que rep un massatge al cap: pell fosca, mal de cap, masculí, massatge, massatge facial a un home, pell fosca, relax, relaxant, saló, tensió
💆🏿‍♂	calmar, cara, home, home que rep un massatge, home que rep un massatge al cap: pell molt fosca, mal de cap, masculí, massatge, massatge facial a un home, pell molt fosca, relax, relaxant, saló, tensió
💆‍♀	cara, dona, dona que rep un massatge, dona que rep un massatge al cap, femení, massatge, massatge facial a una dona, relax, relaxant
💆🏻‍♀	cara, dona, dona que rep un massatge, dona que rep un massatge al cap: pell molt clara, femení, massatge, massatge facial a una dona, pell molt clara, relax, relaxant
💆🏼‍♀	cara, dona, dona que rep un massatge, dona que rep un massatge al cap: pell bastant clara, femení, massatge, massatge facial a una dona, pell bastant clara, relax, relaxant
💆🏽‍♀	cara, dona, dona que rep un massatge, dona que rep un massatge al cap: pell morena, femení, massatge, massatge facial a una dona, pell morena, relax, relaxant
💆🏾‍♀	cara, dona, dona que rep un massatge, dona que rep un massatge al cap: pell fosca, femení, massatge, massatge facial a una dona, pell fosca, relax, relaxant
💆🏿‍♀	cara, dona, dona que rep un massatge, dona que rep un massatge al cap: pell molt fosca, femení, massatge, massatge facial a una dona, pell molt fosca, relax, relaxant
💇	bellesa, cabells, cara, perruqueria, persona, persona a la perruqueria, persona que es talla els cabells, tallada de cabells, tallar els cabells, tallat de cabells
💇🏻	bellesa, cabells, cara, pell molt clara, perruqueria, persona, persona a la perruqueria, persona que es talla els cabells, persona que es talla els cabells: pell molt clara, tallada de cabells, tallar els cabells, tallat de cabells
💇🏼	bellesa, cabells, cara, pell bastant clara, perruqueria, persona, persona a la perruqueria, persona que es talla els cabells, persona que es talla els cabells: pell bastant clara, tallada de cabells, tallar els cabells, tallat de cabells
💇🏽	bellesa, cabells, cara, pell morena, perruqueria, persona, persona a la perruqueria, persona que es talla els cabells, persona que es talla els cabells: pell morena, tallada de cabells, tallar els cabells, tallat de cabells
💇🏾	bellesa, cabells, cara, pell fosca, perruqueria, persona, persona a la perruqueria, persona que es talla els cabells, persona que es talla els cabells: pell fosca, tallada de cabells, tallar els cabells, tallat de cabells
💇🏿	bellesa, cabells, cara, pell molt fosca, perruqueria, persona, persona a la perruqueria, persona que es talla els cabells, persona que es talla els cabells: pell molt fosca, tallada de cabells, tallar els cabells, tallat de cabells
💇‍♂	barber, bellesa, cabells, home, home que es talla els cabells, masculí, perruqueria, saló, tall de cabell, tallada, tallada de cabells, tallat de cabells
💇🏻‍♂	barber, bellesa, cabells, home, home que es talla els cabells, home que es talla els cabells: pell molt clara, masculí, pell molt clara, perruqueria, saló, tall de cabell, tallada, tallada de cabells, tallat de cabells
💇🏼‍♂	barber, bellesa, cabells, home, home que es talla els cabells, home que es talla els cabells: pell bastant clara, masculí, pell bastant clara, perruqueria, saló, tall de cabell, tallada, tallada de cabells, tallat de cabells
💇🏽‍♂	barber, bellesa, cabells, home, home que es talla els cabells, home que es talla els cabells: pell morena, masculí, pell morena, perruqueria, saló, tall de cabell, tallada, tallada de cabells, tallat de cabells
💇🏾‍♂	barber, bellesa, cabells, home, home que es talla els cabells, home que es talla els cabells: pell fosca, masculí, pell fosca, perruqueria, saló, tall de cabell, tallada, tallada de cabells, tallat de cabells
💇🏿‍♂	barber, bellesa, cabells, home, home que es talla els cabells, home que es talla els cabells: pell molt fosca, masculí, pell molt fosca, perruqueria, saló, tall de cabell, tallada, tallada de cabells, tallat de cabells
💇‍♀	cabells, dona, dona que es talla els cabells, femení, tallada, tallada de cabells
💇🏻‍♀	cabells, dona, dona que es talla els cabells, dona que es talla els cabells: pell molt clara, femení, pell molt clara, tallada, tallada de cabells
💇🏼‍♀	cabells, dona, dona que es talla els cabells, dona que es talla els cabells: pell bastant clara, femení, pell bastant clara, tallada, tallada de cabells
💇🏽‍♀	cabells, dona, dona que es talla els cabells, dona que es talla els cabells: pell morena, femení, pell morena, tallada, tallada de cabells
💇🏾‍♀	cabells, dona, dona que es talla els cabells, dona que es talla els cabells: pell fosca, femení, pell fosca, tallada, tallada de cabells
💇🏿‍♀	cabells, dona, dona que es talla els cabells, dona que es talla els cabells: pell molt fosca, femení, pell molt fosca, tallada, tallada de cabells
🚶	caminada, caminar, home, home que camina, noi, passeig, passejada, passejar, passejar xino-xano, persona, persona caminant, persona que camina, vianant
🚶🏻	caminada, caminar, home, home que camina, noi, passeig, passejada, passejar, passejar xino-xano, pell molt clara, persona, persona caminant, persona que camina, persona que camina: pell molt clara, vianant
🚶🏼	caminada, caminar, home, home que camina, noi, passeig, passejada, passejar, passejar xino-xano, pell bastant clara, persona, persona caminant, persona que camina, persona que camina: pell bastant clara, vianant
🚶🏽	caminada, caminar, home, home que camina, noi, passeig, passejada, passejar, passejar xino-xano, pell morena, persona, persona caminant, persona que camina, persona que camina: pell morena, vianant
🚶🏾	caminada, caminar, home, home que camina, noi, passeig, passejada, passejar, passejar xino-xano, pell fosca, persona, persona caminant, persona que camina, persona que camina: pell fosca, vianant
🚶🏿	caminada, caminar, home, home que camina, noi, passeig, passejada, passejar, passejar xino-xano, pell molt fosca, persona, persona caminant, persona que camina, persona que camina: pell molt fosca, vianant
🚶‍♂	caminada, home, home caminant, home que camina, masculí, passejada
🚶🏻‍♂	caminada, home, home caminant, home que camina, home que camina: pell molt clara, masculí, passejada, pell molt clara
🚶🏼‍♂	caminada, home, home caminant, home que camina, home que camina: pell bastant clara, masculí, passejada, pell bastant clara
🚶🏽‍♂	caminada, home, home caminant, home que camina, home que camina: pell morena, masculí, passejada, pell morena
🚶🏾‍♂	caminada, home, home caminant, home que camina, home que camina: pell fosca, masculí, passejada, pell fosca
🚶🏿‍♂	caminada, home, home caminant, home que camina, home que camina: pell molt fosca, masculí, passejada, pell molt fosca
🚶‍♀	caminada, caminar, deambular, dona, dona caminant, dona que camina, femení, gambada, passejada, passejar xino-xano, vianant
🚶🏻‍♀	caminada, caminar, deambular, dona, dona caminant, dona que camina, dona que camina: pell molt clara, femení, gambada, passejada, passejar xino-xano, pell molt clara, vianant
🚶🏼‍♀	caminada, caminar, deambular, dona, dona caminant, dona que camina, dona que camina: pell bastant clara, femení, gambada, passejada, passejar xino-xano, pell bastant clara, vianant
🚶🏽‍♀	caminada, caminar, deambular, dona, dona caminant, dona que camina, dona que camina: pell morena, femení, gambada, passejada, passejar xino-xano, pell morena, vianant
🚶🏾‍♀	caminada, caminar, deambular, dona, dona caminant, dona que camina, dona que camina: pell fosca, femení, gambada, passejada, passejar xino-xano, pell fosca, vianant
🚶🏿‍♀	caminada, caminar, deambular, dona, dona caminant, dona que camina, dona que camina: pell molt fosca, femení, gambada, passejada, passejar xino-xano, pell molt fosca, vianant
🚶‍➡	caminada, caminar, home, home que camina, noi, passeig, passejada, passejar, passejar xino-xano, persona, persona caminant, persona que camina, persona que camina que mira a la dreta, vianant
🚶🏻‍➡	caminada, caminar, home, home que camina, noi, passeig, passejada, passejar, passejar xino-xano, persona, persona caminant, persona que camina, persona que camina que mira a la dreta, vianant
🚶🏼‍➡	caminada, caminar, home, home que camina, noi, passeig, passejada, passejar, passejar xino-xano, persona, persona caminant, persona que camina, persona que camina que mira a la dreta, vianant
🚶🏽‍➡	caminada, caminar, home, home que camina, noi, passeig, passejada, passejar, passejar xino-xano, persona, persona caminant, persona que camina, persona que camina que mira a la dreta, vianant
🚶🏾‍➡	caminada, caminar, home, home que camina, noi, passeig, passejada, passejar, passejar xino-xano, persona, persona caminant, persona que camina, persona que camina que mira a la dreta, vianant
🚶🏿‍➡	caminada, caminar, home, home que camina, noi, passeig, passejada, passejar, passejar xino-xano, persona, persona caminant, persona que camina, persona que camina que mira a la dreta, vianant
🚶‍♀‍➡	caminada, caminar, deambular, dona, dona caminant, dona que camina, dona que camina que mira a la dreta, femení, gambada, passejada, passejar xino-xano, vianant
🚶🏻‍♀‍➡	caminada, caminar, deambular, dona, dona caminant, dona que camina, dona que camina que mira a la dreta, femení, gambada, passejada, passejar xino-xano, vianant
🚶🏼‍♀‍➡	caminada, caminar, deambular, dona, dona caminant, dona que camina, dona que camina que mira a la dreta, femení, gambada, passejada, passejar xino-xano, vianant
🚶🏽‍♀‍➡	caminada, caminar, deambular, dona, dona caminant, dona que camina, dona que camina que mira a la dreta, femení, gambada, passejada, passejar xino-xano, vianant
🚶🏾‍♀‍➡	caminada, caminar, deambular, dona, dona caminant, dona que camina, dona que camina que mira a la dreta, femení, gambada, passejada, passejar xino-xano, vianant
🚶🏿‍♀‍➡	caminada, caminar, deambular, dona, dona caminant, dona que camina, dona que camina que mira a la dreta, femení, gambada, passejada, passejar xino-xano, vianant
🚶‍♂‍➡	caminada, home, home caminant, home que camina, home que camina que mira a la dreta, masculí, passejada
🚶🏻‍♂‍➡	caminada, home, home caminant, home que camina, home que camina que mira a la dreta, masculí, passejada
🚶🏼‍♂‍➡	caminada, home, home caminant, home que camina, home que camina que mira a la dreta, masculí, passejada
🚶🏽‍♂‍➡	caminada, home, home caminant, home que camina, home que camina que mira a la dreta, masculí, passejada
🚶🏾‍♂‍➡	caminada, home, home caminant, home que camina, home que camina que mira a la dreta, masculí, passejada
🚶🏿‍♂‍➡	caminada, home, home caminant, home que camina, home que camina que mira a la dreta, masculí, passejada
🧍	dempeus, dret, dreta, persona dreta
🧍🏻	dempeus, dret, dreta, pell molt clara, persona dreta, persona dreta: pell molt clara
🧍🏼	dempeus, dret, dreta, pell bastant clara, persona dreta, persona dreta: pell bastant clara
🧍🏽	dempeus, dret, dreta, pell morena, persona dreta, persona dreta: pell morena
🧍🏾	dempeus, dret, dreta, pell fosca, persona dreta, persona dreta: pell fosca
🧍🏿	dempeus, dret, dreta, pell molt fosca, persona dreta, persona dreta: pell molt fosca
🧍‍♂	dempeus, dret, home, home dret
🧍🏻‍♂	dempeus, dret, home, home dret: pell molt clara, pell molt clara
🧍🏼‍♂	dempeus, dret, home, home dret: pell bastant clara, pell bastant clara
🧍🏽‍♂	dempeus, dret, home, home dret: pell morena, pell morena
🧍🏾‍♂	dempeus, dret, home, home dret: pell fosca, pell fosca
🧍🏿‍♂	dempeus, dret, home, home dret: pell molt fosca, pell molt fosca
🧍‍♀	dempeus, dona, dona dreta, dreta
🧍🏻‍♀	dempeus, dona, dona dreta: pell molt clara, dreta, pell molt clara
🧍🏼‍♀	dempeus, dona, dona dreta: pell bastant clara, dreta, pell bastant clara
🧍🏽‍♀	dempeus, dona, dona dreta: pell morena, dreta, pell morena
🧍🏾‍♀	dempeus, dona, dona dreta: pell fosca, dreta, pell fosca
🧍🏿‍♀	dempeus, dona, dona dreta: pell molt fosca, dreta, pell molt fosca
🧎	agenollada, agenollat, de genolls, genoll, genolls, persona agenollada
🧎🏻	agenollada, agenollat, de genolls, genoll, genolls, pell molt clara, persona agenollada, persona agenollada: pell molt clara
🧎🏼	agenollada, agenollat, de genolls, genoll, genolls, pell bastant clara, persona agenollada, persona agenollada: pell bastant clara
🧎🏽	agenollada, agenollat, de genolls, genoll, genolls, pell morena, persona agenollada, persona agenollada: pell morena
🧎🏾	agenollada, agenollat, de genolls, genoll, genolls, pell fosca, persona agenollada, persona agenollada: pell fosca
🧎🏿	agenollada, agenollat, de genolls, genoll, genolls, pell molt fosca, persona agenollada, persona agenollada: pell molt fosca
🧎‍♂	agenollat, de genolls, home, home agenollat
🧎🏻‍♂	agenollat, de genolls, home, home agenollat: pell molt clara, pell molt clara
🧎🏼‍♂	agenollat, de genolls, home, home agenollat: pell bastant clara, pell bastant clara
🧎🏽‍♂	agenollat, de genolls, home, home agenollat: pell morena, pell morena
🧎🏾‍♂	agenollat, de genolls, home, home agenollat: pell fosca, pell fosca
🧎🏿‍♂	agenollat, de genolls, home, home agenollat: pell molt fosca, pell molt fosca
🧎‍♀	agenollada, de genolls, dona, dona agenollada
🧎🏻‍♀	agenollada, de genolls, dona, dona agenollada: pell molt clara, pell molt clara
🧎🏼‍♀	agenollada, de genolls, dona, dona agenollada: pell bastant clara, pell bastant clara
🧎🏽‍♀	agenollada, de genolls, dona, dona agenollada: pell morena, pell morena
🧎🏾‍♀	agenollada, de genolls, dona, dona agenollada: pell fosca, pell fosca
🧎🏿‍♀	agenollada, de genolls, dona, dona agenollada: pell molt fosca, pell molt fosca
🧎‍➡	agenollada, agenollat, de genolls, genoll, genolls, persona agenollada, persona agenollada que mira a la dreta
🧎🏻‍➡	agenollada, agenollat, de genolls, genoll, genolls, persona agenollada, persona agenollada que mira a la dreta
🧎🏼‍➡	agenollada, agenollat, de genolls, genoll, genolls, persona agenollada, persona agenollada que mira a la dreta
🧎🏽‍➡	agenollada, agenollat, de genolls, genoll, genolls, persona agenollada, persona agenollada que mira a la dreta
🧎🏾‍➡	agenollada, agenollat, de genolls, genoll, genolls, persona agenollada, persona agenollada que mira a la dreta
🧎🏿‍➡	agenollada, agenollat, de genolls, genoll, genolls, persona agenollada, persona agenollada que mira a la dreta
